Price,Close,High,Low,Open,Volume
Ticker,JPM,JPM,JPM,JPM,JPM
Date,,,,,
2022-10-10,97.50909423828125,99.66378586108644,97.07258224424241,99.12511826971532,8931700
2022-10-11,94.69499206542969,97.09115973034018,94.59282938380977,96.93327452629975,12739700
2022-10-12,96.2274169921875,97.2676155318348,94.06343613639491,94.54638824207049,13181000
2022-10-13,101.57701110839844,102.06924563834372,94.50924940847696,94.71357477995018,22398700
2022-10-14,103.26731872558594,107.02873754863839,102.83080676593075,103.98245036522299,33387100
2022-10-17,107.60456848144531,108.67262835796275,106.17429804209279,107.18663539687357,22276300
2022-10-18,110.37223052978516,111.57960381268292,108.62618966270502,111.13380946123728,21539700
2022-10-19,108.20823669433594,110.36292789256278,107.4280860939618,109.58277729218864,17072000
2022-10-20,107.85531616210938,110.25148355872089,107.40952186111396,108.81193089978123,12207400
2022-10-21,113.52069854736328,113.66929431681244,108.04109226205192,108.16182676759024,20593300
2022-10-24,113.66000366210938,114.32870233197761,112.68482400669656,113.37209449038379,12624200
2022-10-25,113.95718383789062,114.4865690182181,112.27615507129818,113.16775079154587,11289100
2022-10-26,115.26673889160156,116.27906926509736,114.12437747767669,114.235829618427,11667000
2022-10-27,115.7218246459961,117.20781778502938,115.35961403978716,116.2790711874118,10727600
2022-10-28,117.09636688232422,117.2821133582649,115.2110125170083,116.36265625654298,11859500
2022-10-31,116.9106216430664,118.35018173429238,116.64128427373754,116.74344696850967,13295200
2022-11-01,119.01885986328125,119.13960144475571,117.3285485803745,117.83007254722781,13386900
2022-11-02,117.92294311523438,121.07139315337622,117.61645507256875,118.55449101264836,16546100
2022-11-03,118.13655090332031,119.04671849710228,116.93847416457494,117.30996709261544,12474400
2022-11-04,121.36858367919922,121.50790415467262,119.30677952335043,120.26338726777169,14953200
2022-11-07,122.0094223022461,122.86386737558276,121.1828384899875,121.66579063458539,12011200
2022-11-08,122.08372497558594,122.65026090923394,120.86706932419767,121.88869614603735,9884100
2022-11-09,120.4955825805664,122.06515234703198,120.01263040620515,121.96300383114841,9494000
2022-11-10,125.45507049560547,125.61295568941699,123.08676424534053,123.1796445577219,16351600
2022-11-11,125.65940856933594,126.46741351699414,124.24770987316342,125.55724588399028,10704700
2022-11-14,124.36843872070312,126.05874986603547,124.36843872070312,125.19502248237825,11085600
2022-11-15,123.4675521850586,126.04018375405263,122.22303537493428,125.08356189710051,14038300
2022-11-16,123.63471984863281,124.04337054403051,122.62238964419952,123.52327481226828,7893400
2022-11-17,123.0960693359375,123.42113631774538,121.92585371021659,122.59455240249956,8820200
2022-11-18,124.30342102050781,125.07428227182552,122.85457883115738,124.98141613008667,9468500
2022-11-21,123.56971740722656,124.97211943816524,123.29109063926929,124.2105547220645,7800500
2022-11-22,125.41791534423828,125.63153723290664,124.16411612995175,124.45202526423503,9185700
2022-11-23,126.75531768798828,126.7738965859241,125.25075290076461,125.32505432096103,7316200
